account_id,account_name,industry,country,signup_date,referral_source,plan_tier_sub,billing_frequency,auto_renew_flag,mrr_amount,arr_amount,upgrade_flag,downgrade_flag,churn_date,reason_code,refund_amount_usd
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Enterprise,monthly,1,7562,90744,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Enterprise,annual,1,3980,47760,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Pro,monthly,0,980,11760,1,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Enterprise,monthly,1,12338,148056,1,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Pro,monthly,0,1519,18228,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Pro,annual,1,1911,22932,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Pro,monthly,0,0,0,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,monthly,0,380,4560,1,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,monthly,1,0,0,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Pro,monthly,1,980,11760,0,1,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Pro,monthly,1,980,11760,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,monthly,1,380,4560,0,0,2024-09-05,budget,0.0
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,monthly,1,380,4560,0,0,2024-09-05,budget,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Enterprise,monthly,1,5771,69252,0,0,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,annual,1,171,2052,0,0,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,annual,0,171,2052,0,0,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Pro,annual,0,1470,17640,0,0,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,monthly,1,171,2052,0,0,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,monthly,1,0,0,1,0,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Pro,monthly,1,1225,14700,0,1,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,annual,1,0,0,1,0,2024-10-03,support,0.0
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Pro,annual,1,441,5292,1,0,2024-10-03,support,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Basic,monthly,1,1292,15504,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,monthly,1,931,11172,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Enterprise,annual,1,3184,38208,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,annual,1,392,4704,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,annual,1,441,5292,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Basic,monthly,1,1121,13452,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,annual,1,588,7056,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,monthly,1,0,0,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,annual,1,784,9408,0,1,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Enterprise,annual,1,1791,21492,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Enterprise,annual,1,1592,19104,0,0,2024-10-12,pricing,0.0
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Enterprise,monthly,1,0,0,1,0,2024-10-12,pricing,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Enterprise,monthly,0,8159,97908,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,monthly,0,0,0,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,annual,1,0,0,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Pro,annual,1,0,0,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Pro,annual,1,0,0,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,monthly,1,779,9348,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,monthly,0,779,9348,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Pro,monthly,1,0,0,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Pro,monthly,0,2009,24108,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,monthly,1,779,9348,0,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Enterprise,annual,1,8159,97908,1,0,2024-04-12,competitor,0.0
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Pro,annual,1,2009,24108,0,0,2024-04-12,competitor,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,1,627,7524,0,0,2024-10-24,budget,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,1,627,7524,0,0,2024-12-04,support,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,1,627,7524,0,0,2024-10-30,unknown,113.84
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Pro,monthly,1,1617,19404,0,0,2024-10-24,budget,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Pro,monthly,1,1617,19404,0,0,2024-12-04,support,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Pro,monthly,1,1617,19404,0,0,2024-10-30,unknown,113.84
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,annual,1,627,7524,0,0,2024-10-24,budget,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,annual,1,627,7524,0,0,2024-12-04,support,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,annual,1,627,7524,0,0,2024-10-30,unknown,113.84
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,0,0,0,0,0,2024-10-24,budget,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,0,0,0,0,0,2024-12-04,support,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,0,0,0,0,0,2024-10-30,unknown,113.84
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,1,627,7524,0,0,2024-10-24,budget,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,1,627,7524,0,0,2024-12-04,support,0.0
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,monthly,1,627,7524,0,0,2024-10-30,unknown,113.84
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,monthly,0,0,0,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Basic,annual,1,532,6384,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,annual,1,995,11940,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Basic,annual,1,437,5244,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,monthly,0,5970,71640,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Pro,monthly,1,3773,45276,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Basic,annual,1,323,3876,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Basic,annual,0,779,9348,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Basic,monthly,1,0,0,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,annual,1,4577,54924,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,monthly,1,11741,140892,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Basic,monthly,1,1957,23484,0,0,,,
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,monthly,1,1393,16716,0,0,,,
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Basic,annual,1,874,10488,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Basic,monthly,1,874,10488,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Pro,monthly,1,2254,27048,1,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Basic,annual,1,874,10488,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,annual,1,13930,167160,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,monthly,1,9154,109848,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Basic,annual,1,874,10488,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Pro,monthly,0,2254,27048,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,monthly,0,9154,109848,0,0,2024-09-26,budget,0.0
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Basic,monthly,0,874,10488,0,0,2024-09-26,budget,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,1,7164,85968,0,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,1,7164,85968,0,0,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,annual,0,285,3420,0,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,annual,0,285,3420,0,0,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,1,1592,19104,1,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,1,1592,19104,1,0,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Pro,monthly,1,833,9996,0,1,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Pro,monthly,1,833,9996,0,1,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,0,3184,38208,0,1,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,0,3184,38208,0,1,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,annual,1,342,4104,1,1,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,annual,1,342,4104,1,1,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,1,5771,69252,0,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,monthly,1,5771,69252,0,0,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Pro,monthly,1,539,6468,0,1,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Pro,monthly,1,539,6468,0,1,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Pro,annual,1,588,7056,0,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Pro,annual,1,588,7056,0,0,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,monthly,1,152,1824,1,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,monthly,1,152,1824,1,0,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,annual,1,3184,38208,0,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Enterprise,annual,1,3184,38208,0,0,2024-11-25,unknown,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,monthly,0,285,3420,0,0,2024-12-27,pricing,0.0
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,monthly,0,285,3420,0,0,2024-11-25,unknown,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Pro,annual,1,0,0,0,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Pro,annual,1,0,0,0,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Pro,annual,1,0,0,0,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,1,0,0,0,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,1,0,0,0,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,1,0,0,0,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Pro,annual,1,2107,25284,0,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Pro,annual,1,2107,25284,0,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Pro,annual,1,2107,25284,0,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,0,8557,102684,1,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,0,8557,102684,1,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,0,8557,102684,1,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,monthly,0,9751,117012,0,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,monthly,0,9751,117012,0,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,monthly,0,9751,117012,0,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,monthly,1,817,9804,0,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,monthly,1,817,9804,0,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,monthly,1,817,9804,0,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,monthly,0,8557,102684,1,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,monthly,0,8557,102684,1,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,monthly,0,8557,102684,1,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,0,8557,102684,0,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,0,8557,102684,0,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,annual,0,8557,102684,0,0,2024-08-05,support,6.77
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,monthly,1,855,10260,0,0,2024-07-10,features,34.4
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,monthly,1,855,10260,0,0,2024-09-25,support,0.0
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,monthly,1,855,10260,0,0,2024-08-05,support,6.77
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,annual,0,0,0,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,monthly,1,0,0,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,annual,0,392,4704,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,monthly,1,57,684,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Enterprise,annual,1,3582,42984,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,monthly,0,285,3420,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,annual,1,38,456,0,1,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,annual,0,1274,15288,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,monthly,1,0,0,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,monthly,0,342,4104,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Enterprise,annual,1,4776,57312,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,annual,1,735,8820,1,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Basic,annual,0,361,4332,0,0,2024-11-03,features,0.0
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Enterprise,monthly,1,6965,83580,0,0,2024-11-03,features,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,annual,1,882,10584,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,annual,1,882,10584,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,monthly,1,0,0,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,monthly,1,0,0,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,1,8955,107460,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,1,8955,107460,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,1,3582,42984,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,1,3582,42984,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,1,0,0,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,1,0,0,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,annual,1,882,10584,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,annual,1,882,10584,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,monthly,1,7164,85968,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,monthly,1,7164,85968,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Basic,monthly,1,342,4104,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Basic,monthly,1,342,4104,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Basic,annual,1,342,4104,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Basic,annual,1,342,4104,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,monthly,1,1666,19992,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,monthly,1,1666,19992,0,0,2024-01-20,support,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,0,4179,50148,0,0,2024-01-05,budget,0.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Enterprise,annual,0,4179,50148,0,0,2024-01-20,support,0.0
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,monthly,0,399,4788,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,monthly,1,0,0,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Enterprise,monthly,1,12537,150444,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Enterprise,annual,1,4179,50148,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,annual,1,399,4788,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,monthly,1,551,6612,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Pro,annual,1,1274,15288,1,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Pro,annual,1,1470,17640,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,annual,1,988,11856,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Enterprise,annual,0,4179,50148,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,monthly,1,399,4788,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,monthly,1,399,4788,0,0,,,
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Pro,monthly,1,1029,12348,0,0,,,
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Pro,annual,0,980,11760,1,0,2024-12-25,competitor,0.0
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Pro,annual,1,735,8820,0,0,2024-12-25,competitor,0.0
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Pro,annual,1,735,8820,0,0,2024-12-25,competitor,0.0
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,monthly,1,285,3420,0,0,2024-12-25,competitor,0.0
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Enterprise,monthly,1,6965,83580,0,0,2024-12-25,competitor,0.0
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,monthly,1,969,11628,0,0,2024-12-25,competitor,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,833,9996,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,833,9996,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,245,2940,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,245,2940,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,annual,1,1176,14112,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,annual,1,1176,14112,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,annual,1,627,7524,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,annual,1,627,7524,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,monthly,1,0,0,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,monthly,1,0,0,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Enterprise,monthly,1,9950,119400,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Enterprise,monthly,1,9950,119400,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,annual,1,3332,39984,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,annual,1,3332,39984,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,0,0,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,0,0,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,annual,1,441,5292,0,1,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,annual,1,441,5292,0,1,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,annual,0,1881,22572,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,annual,0,1881,22572,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Enterprise,annual,0,995,11940,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Enterprise,annual,0,995,11940,0,0,2023-12-27,features,27.92
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,245,2940,0,0,2024-09-04,features,0.0
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Pro,monthly,1,245,2940,0,0,2023-12-27,features,27.92
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Enterprise,monthly,1,1393,16716,0,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Enterprise,annual,1,4378,52536,1,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,annual,1,304,3648,0,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Pro,monthly,0,441,5292,0,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Pro,annual,1,343,4116,0,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,monthly,1,0,0,0,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,annual,1,570,6840,0,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Pro,annual,1,343,4116,0,0,2024-06-17,features,0.0
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Pro,monthly,1,1274,15288,0,0,2024-06-17,features,0.0
